Handle,Post,Date
@Collins38406193,kenyapowercare hello kenya power collins mwangi kisii sameta region along kisiikilgoris around rianchore mixed secondary school writing complain faulty transformers burning electronics around area second week without power,2-Apr
@RMukirae,account mununga village githiga location githunguri subcounty kiambu county power outage hours counting cause tripping communal transformer whose problemsre well known githunguri office rudisheni stima jameni,2-Apr
@felixosongo,havent power mondaypower lines transformer fort jesus kibera opposite pcea church seriously suffering,1-Apr
@ferrarykirui,kenyapowercare kenya power power since january yeartransformer taboino primary school cheptalal zone konoin constituency bomet county transformer issue,1-Apr
@Ranekoh,kenyapowercare kwani long take guys fix faulty transformer three days bila power since kesho ni sunday know well wait mpaka monday almost like paying power maumbwa nyinyi btw nkt,1-Apr
@Bremah6,kenyapowercare lights section utawala gesora road transformer released sparks lights areas dim account,1-Apr
@MuhoroPamela,muthaiga dawns experienced power problems sunday last night two teams came one switched transformer faulty cable fixed came fix said cant turn transformer power restored still darkness day,1-Apr
@Babujuma1,kenyapowercare responding since morning electricity entire estate section served one transformer youre taking aprils fools day serious,1-Apr
@NjugunaKim200,another daykplc people havent come fix transformeris really fear,1-Apr
@lixxyawinja,kenyapowercare hello still irregular supply power pipeline embakasi nairobi near pebble beach hotel short circuit transformer near pebble beach hotel meter number kindly assist,1-Apr
@Briankatialile1,time coming replace r tired powerless cant anything power everything uswe bill pay lost lot one week transformer leaking fuels week blew want take ages replace,1-Apr
@Sirphinie,week reported faulty transformerno actionno nothingshould begdim light ever dim light whole month bana kujeni utoe izi vitu yenu huku sasa,1-Apr
@lixxyawinja,kenyapowercare hello power pipeline embakasi near pebble beach hotel due fault transformer meter number kindly assist,1-Apr
@SamuelGachoki7,kenyapowercare kariobangi south estate area faulty transformer taken team repair repair taking longer pregnancy said water ingress,1-Apr
@bnakuti,hello day power still counting guys circle nearby area attend transformer needed replace blown fuse whats special thats preventing quick resolution,1-Apr
@_kamau_,transformer installed experiencing low voltage kindly share new reference number follow,1-Apr
@hyrenemueni834,account number token number kitengela around ncba bank safaricom house upto milimani transformer mlibemba na bado ijaletwa,1-Apr
@mwbesh,kenyapowercare dont power last night lights flickering kindly fix problem kasarani hunters keroka area transformer serving area problem,1-Apr
@NjugunaKim200,ahki si come replace transformer today,1-Apr
@offroadkibet,kenyapowercare theres missing phase transformer near chandaria ruaraka since last afternoon ive made calls office ruaraka yet send team please attend,31-Mar
@Britglado,reference number hellokindly put back transformer live black almost days surely githurai siloam hospital road make worse hospital lights mess people escalated issue countless times,31-Mar
@BarasaJoseph,kenyapowercare today week since transformer serving lwanyange area nambale subcounty busia county along nambalebutula road got spoilt result residents power kindly something,31-Mar
@njamesnganga,issue transformer blew staff visited area since monday half kimende still dark,31-Mar
@_Lunani,kenyapowercare long take replace transformer utawalamihango kwa chief week long told process monday surely,31-Mar
@abawarsesa,kenyapowercare olekasasi estate near chief office without electricity days kp managers slept job years failing upgrade old transformer near manna bible institute always malfunction causing unnecessary blackout,31-Mar
@Mighty01Njoroge,kenyapowercare githurai blackout becoz transformer issues please address issue weeks,31-Mar
@Mighty01Njoroge,kenyapowercare solve blackout githurai due transformer malfunctionits two weeks,31-Mar
@julius_abayo,remember transformer taken back field team yet replaced todate house meter number,31-Mar
@Samuel32046264,past weeks havent receiving stable electricity transformer overloaded even single day go without one phase kindly check matter agently us working home,31-Mar
@mekay5890,kenyapowercare still power morning daysandcounting still waiting replacement transformer kibirir bomet landmark kibirir primary lennybrighton alexkwachira energymink kenyapower relentlesslikethewidowinthebible,30-Mar
@kithinjika32118,problem ngong office reported oleteyan transformer stolen since weeks ago never botheredcook bills usual,30-Mar
@WamalwaRitah,kenyapowercare power line broken hanging someones compound since tuesday kenyapower kitale branch responded owner home location sirende near eunice tanguli transformer,30-Mar
@timothymwangi,kenyapowercare emergency response teamtheres problem transformer leaking omitting flames location runda thika containers,30-Mar
@mundaa14,become kplc kitengela reported blackout sunday emergency staff came took away transformer saying taken workshop repair darkness type service,30-Mar
@AnthonyKamau254,ambiguous statement devoid facts issue transformer fixing replacing time expected provide solution kindly take time research matter replying apologise later,30-Mar
@kihapet,kenyapowercare update power yet get something popped transformer,30-Mar
@Musabdalla,kenyapowercare acc power looks like blown transformer,30-Mar
@Outpok22,kenyapowercare transformers since yesterday nothing done ac,30-Mar
@Omuliuli1,team took away transformer serving us without informing commercial users since,30-Mar
@RMukirae,account mununga village githiga location githunguri subcounty kiambu county power outage yet arent maintenance schedule possible cause tripping communal transformer githunguri office aware transformers issues rain,30-Mar
@pololchike,enooseyia village narok county despite frequent reports office narok transformer funny sounds action taken led blowing schools total darkness children cant get immunization,30-Mar
@Karian_moh,whole nyama villa areaaround overcomers church stbakhitta school darkness since yesterday due transformer issue please sort todayour businesses steak,30-Mar
@to_Clive,keep reporting action taken kenya power workers involved vandalizing transformers,30-Mar
@KateWaithe13720,must know stole transformer oil repairing surely tutaendelea kukaa kwa giza till wezi wajitokeze na hata wako kwingine,30-Mar
@NjugunaKim200,came said transformer spoilt supposed weve waited whole week,30-Mar
@duncanakello,done kindly provide incidence number noted two transformers vandalized area presumably staff needs audit,30-Mar
@mumbikyuli,hallo one affected houses court understand share transformer members courts please support closr,30-Mar
@larry_mugambi,hi sole power provider mean transformers kenya replace fail around safaricom customer care center stayed week without power transformer destroyed lightning seriously something must wrong,30-Mar
@zaweliah,kenyapowercare long transformer take fixed twelve days still counting darkness reason transformer changed,30-Mar
@Charles65739370,githurai sloam area transformers stolen electricity since monday,30-Mar
@KevinKe100,transformer blew yesternight pipeline kware,30-Mar
@NjiriJohannes,transformer blew yesterday around nyamavilla nasra use power work technician seen around please something,30-Mar
@iwashereb4you,kenyapowercare kenyapower residents safaricom one street kitengela gone without power week street hosts critical safaricomplc safaricomcare installations informed faulty transformer taken nairobi repair,30-Mar
@Bowen7728010640,power kitengela milimani korry road week yesterday took transformer installing another one,30-Mar
@GMaregwa,revenue lost due us darkness days pangani agoi rd surprise never make profit saying shortage transformers giving building owners individual tx preposterous,30-Mar
@saazingine,shared location landmark entire estate power people disconnected transformer pm left meter number got,29-Mar
@Vevenock,monkey jump transformer need court order keep power internet tv stations mondays thursdays,29-Mar
@Gi_d_eon,kenyapowercare employ locals thing power outages waiting technicians whole week stop lets lasting solution employ locals within transformers vicinity moment weve electricity problem sort immediately,29-Mar
